2025-03-14 18:43:58,870 [INFO] Episode: 5, Total Reward: 47, Epsilon: 0.9801495006250001
2025-03-14 18:43:59,325 [INFO] Episode: 5, Total Reward: 48, Epsilon: 0.9801495006250001
2025-03-14 18:43:59,787 [INFO] Episode: 5, Total Reward: 49, Epsilon: 0.9801495006250001
2025-03-14 18:44:00,225 [INFO] Episode: 5, Total Reward: 50, Epsilon: 0.9801495006250001
2025-03-14 18:44:00,689 [INFO] Episode: 5, Total Reward: 51, Epsilon: 0.9801495006250001
2025-03-14 18:44:01,196 [INFO] Episode: 5, Total Reward: 52, Epsilon: 0.9801495006250001
2025-03-14 18:44:01,655 [INFO] Episode: 5, Total Reward: 53, Epsilon: 0.9801495006250001
2025-03-14 18:44:02,090 [INFO] Episode: 5, Total Reward: 54, Epsilon: 0.9801495006250001
2025-03-14 18:44:02,515 [INFO] Episode: 5, Total Reward: 55, Epsilon: 0.9801495006250001
2025-03-14 18:44:03,049 [INFO] Episode: 5, Total Reward: 56, Epsilon: 0.9801495006250001
2025-03-14 18:44:03,566 [INFO] Episode: 5, Total Reward: 57, Epsilon: 0.9801495006250001
2025-03-14 18:44:04,142 [INFO] Episode: 5, Total Reward: 58, Epsilon: 0.9801495006250001
2025-03-14 18:44:04,594 [INFO] Episode: 5, Total Reward: 59, Epsilon: 0.9801495006250001
2025-03-14 18:44:04,978 [INFO] Episode: 5, Total Reward: 60, Epsilon: 0.9801495006250001
2025-03-14 18:44:06,494 [INFO] Episode: 6, Total Reward: 0, Epsilon: 0.9752487531218751
2025-03-14 18:44:07,038 [INFO] Episode: 6, Total Reward: 1, Epsilon: 0.9752487531218751
2025-03-14 18:44:07,616 [INFO] Episode: 6, Total Reward: 2, Epsilon: 0.9752487531218751
2025-03-14 18:44:08,195 [INFO] Episode: 6, Total Reward: 3, Epsilon: 0.9752487531218751
2025-03-14 18:44:08,631 [INFO] Episode: 6, Total Reward: 4, Epsilon: 0.9752487531218751
2025-03-14 18:44:09,044 [INFO] Episode: 6, Total Reward: 5, Epsilon: 0.9752487531218751
2025-03-14 18:44:10,583 [INFO] Episode: 7, Total Reward: 0, Epsilon: 0.9703725093562657
2025-03-14 18:44:11,048 [INFO] Episode: 7, Total Reward: 1, Epsilon: 0.9703725093562657
2025-03-14 18:44:11,594 [INFO] Episode: 7, Total Reward: 2, Epsilon: 0.9703725093562657
2025-03-14 18:44:13,111 [INFO] Episode: 8, Total Reward: 0, Epsilon: 0.9655206468094844
2025-03-14 18:44:13,700 [INFO] Episode: 8, Total Reward: 1, Epsilon: 0.9655206468094844
2025-03-14 18:44:14,302 [INFO] Episode: 8, Total Reward: 2, Epsilon: 0.9655206468094844
2025-03-14 18:44:14,783 [INFO] Episode: 8, Total Reward: 3, Epsilon: 0.9655206468094844
2025-03-14 18:44:15,350 [INFO] Episode: 8, Total Reward: 4, Epsilon: 0.9655206468094844
2025-03-14 18:44:15,980 [INFO] Episode: 8, Total Reward: 5, Epsilon: 0.9655206468094844
2025-03-14 18:44:16,476 [INFO] Episode: 8, Total Reward: 6, Epsilon: 0.9655206468094844
2025-03-14 18:44:16,946 [INFO] Episode: 8, Total Reward: 7, Epsilon: 0.9655206468094844
2025-03-14 18:44:17,400 [INFO] Episode: 8, Total Reward: 8, Epsilon: 0.9655206468094844
2025-03-14 18:44:17,862 [INFO] Episode: 8, Total Reward: 9, Epsilon: 0.9655206468094844
